0.049,0.00027717,0.019356,4.3844,0.035541,4.5573
0.05,0.00030436,0.021696,4.6416,0.038247,4.8061
0.051,0.00033079,0.023688,4.8725,0.040753,5.0207
0.052,0.00035314,0.024615,5.0284,0.04267,5.1557
0.053,0.00037111,0.024681,5.1071,0.043996,5.2156
0.054,0.00038804,0.02587,5.1583,0.045151,5.2535
0.055,0.00040764,0.027265,5.2351,0.046569,5.3199
0.056,0.00043055,0.028965,5.3474,0.048308,5.42
0.057,0.00045418,0.030714,5.4633,0.050065,5.5186
0.058,0.00047474,0.032098,5.5382,0.051429,5.5712
0.059,0.00048902,0.032755,5.5367,0.052078,5.5459
0.06,0.00049621,0.032578,5.4522,0.051963,5.4414
0.061,0.00049964,0.031911,5.3232,0.051464,5.3009
0.062,0.00050503,0.031357,5.2123,0.05118,5.1866
0.063,0.00051549,0.031259,5.1528,0.051411,5.1273
0.064,0.00052987,0.031512,5.1319,0.05202,5.1069
0.065,0.00054649,0.031947,5.1308,0.052826,5.1063
0.066,0.00056614,0.032627,5.1541,0.053896,5.1308
0.067,0.0005904,0.033682,5.2146,0.055367,5.1922
0.068,0.00061898,0.03506,5.309,0.057193,5.2846
0.069,0.00064989,0.036554,5.4193,0.05918,5.3889
0.07,0.0006809,0.037946,5.5266,0.061118,5.4858
0.071,0.00070953,0.039013,5.6115,0.06279,5.5566
0.072,0.0007327,0.039505,5.6514,0.06394,5.5798
0.073,0.00074849,0.039313,5.6325,0.064423,5.5449
0.074,0.00075887,0.038675,5.5698,0.064434,5.4709
0.075,0.00076969,0.038492,5.506,0.064481,5.4019
0.076,0.00078656,0.038805,5.4817,0.065028,5.376
0.077,0.00081073,0.039734,5.5059,0.066156,5.3982
0.078,0.00083881,0.041074,5.556,0.067569,5.4429
0.079,0.00086597,0.042443,5.5999,0.068874,5.4777
0.08,0.00088898,0.04354,5.6164,0.06982,5.4836
0.081,0.00090703,0.044237,5.6007,0.070359,5.4577
0.082,0.00092151,0.044933,5.5609,0.07061,5.4104
0.083,0.00093571,0.046212,5.5164,0.070834,5.3622
0.084,0.00095422,0.047218,5.4931,0.071375,5.3388
0.085,0.00098108,0.048307,5.5131,0.072521,5.3607
0.086,0.0010178,0.04985,5.5841,0.074361,5.4328
0.087,0.0010626,0.052066,5.6962,0.076745,5.5425
0.088,0.0011119,0.054951,5.829,0.079386,5.6681
0.089,0.0011614,0.058348,5.9614,0.081994,5.7885
0.09,0.0012082,0.062042,6.0774,0.084347,5.8885
0.091,0.0012497,0.065819,6.166,0.086289,5.9578
0.092,0.0012842,0.069471,6.2193,0.087707,5.9899
0.093,0.0013105,0.072799,6.2332,0.088539,5.9817
0.094,0.0013302,0.07564,6.2078,0.088911,5.943
0.095,0.0013965,0.077907,6.149,0.092365,6.1088
0.096,0.0014566,0.079601,6.0667,0.095336,6.2397
0.097,0.0015106,0.080815,6.1206,0.097851,6.3382
0.098,0.00156,0.081711,6.212,0.10002,6.4125
0.099,0.0016074,0.082486,6.2891,0.10202,6.4745
0.1,0.001656,0.083329,6.3654,0.10405,6.5374
0.101,0.0017086,0.084359,6.4525,0.10629,6.6122
0.102,0.0017669,0.085584,6.557,0.10884,6.7044
0.103,0.0018306,0.08689,6.6784,0.11167,6.812
0.104,0.0018976,0.088074,6.8088,0.11464,6.9261
0.105,0.0019644,0.088909,6.9361,0.11755,7.0339
0.106,0.0020272,0.089203,7.0471,0.12016,7.1226
0.107,0.0020829,0.088841,7.1313,0.12231,7.1823
0.108,0.0021295,0.088642,7.1822,0.12389,7.2073
0.109,0.002166,0.092369,7.1979,0.12485,7.197
0.11,0.0021928,0.095489,7.1804,0.12525,7.1543
0.111,0.002211,0.097998,7.1345,0.12516,7.0844
0.112,0.0022223,0.099943,7.0661,0.12467,6.9938
0.113,0.002228,0.10139,6.9808,0.12388,6.8882
0.114,0.0022292,0.10241,6.8829,0.12287,6.7717
0.115,0.0022266,0.10304,6.7749,0.12165,6.6467
0.116,0.0022474,0.10331,6.6574,0.12173,6.5936
0.117,0.0022874,0.10321,6.6524,0.12284,6.5966
0.118,0.0023147,0.10274,6.655,0.12325,6.5627
0.119,0.0023295,0.10192,6.6216,0.123,6.4942
0.12,0.0023326,0.10079,6.5554,0.12214,6.395
0.121,0.0023252,0.099404,6.4611,0.12074,6.2698
0.122,0.0023224,0.099978,6.3435,0.11961,6.16
0.123,0.002405,0.10127,6.2076,0.12285,6.2756
0.124,0.0024769,0.1021,6.204,0.12551,6.3594
0.125,0.0025384,0.10251,6.2857,0.1276,6.4136
0.126,0.00259,0.10254,6.3387,0.12915,6.4404
0.127,0.0026323,0.10225,6.3658,0.13023,6.4428
0.128,0.0026669,0.10176,6.3714,0.13091,6.4261
0.129,0.0026966,0.10119,6.3624,0.13134,6.3973
0.13,0.0027249,0.10073,6.3474,0.1317,6.3653
0.131,0.0027556,0.10055,6.3358,0.13217,6.3392
0.132,0.0027924,0.10079,6.3359,0.13292,6.3269
0.133,0.0028378,0.10153,6.3536,0.13406,6.3334
0.134,0.0028929,0.10279,6.3914,0.13564,6.3603
0.135,0.0029572,0.10652,6.4483,0.13764,6.4058
0.136,0.0030292,0.11018,6.5207,0.13995,6.4656
0.137,0.0031065,0.11254,6.6035,0.14247,6.5341
0.138,0.003201,0.11739,6.6912,0.14574,6.6356
0.139,0.0033728,0.12502,6.9619,0.15246,6.8916
0.14,0.00351,0.13377,7.1912,0.15753,7.0698
0.141,0.0036562,0.1423,7.3069,0.16293,7.2603
0.142,0.0038442,0.1499,7.5225,0.1701,7.5264
0.143,0.0039866,0.15635,7.7512,0.17516,7.6964
0.144,0.0040759,0.16042,7.8765,0.17784,7.7598
0.145,0.0041078,0.16191,7.892,0.178,7.7131
0.146,0.0040821,0.16078,7.7993,0.17568,7.5603
0.147,0.004065,0.1572,7.6076,0.17375,7.4265
0.148,0.0041877,0.1602,7.3628,0.17778,7.5476
0.149,0.0042585,0.1632,7.4809,0.17958,7.5726
0.15,0.004347,0.16404,7.5657,0.18209,7.6272
0.151,0.0044182,0.16317,7.6181,0.18384,7.6497
0.152,0.0044737,0.16108,7.6415,0.18493,7.6443
0.153,0.0045164,0.15829,7.6413,0.18547,7.6168
0.154,0.00455,0.15527,7.6242,0.18564,7.574
0.155,0.0045779,0.15237,7.5966,0.18557,7.5225
0.156,0.0046032,0.15387,7.564,0.1854,7.4674
0.157,0.004628,0.15736,7.5302,0.18521,7.4122
0.158,0.0046529,0.16031,7.4968,0.18503,7.358
0.159,0.0046773,0.16235,7.4634,0.18483,7.3039
0.16,0.0046996,0.16306,7.4275,0.18455,7.2473
0.161,0.0048374,0.16245,7.386,0.18878,7.3675
0.162,0.0050804,0.16989,7.5401,0.19704,7.6423
0.163,0.005307,0.17739,7.8249,0.20457,7.8856
0.164,0.0055022,0.18436,8.0638,0.2108,8.0762
0.165,0.0056513,0.18974,8.2361,0.2152,8.1948
0.166,0.005742,0.19406,8.325,0.21734,8.2263
0.167,0.0059655,0.19646,8.3206,0.22445,8.4445
0.168,0.006151,0.20004,8.5065,0.23005,8.6037
0.169,0.0062811,0.20221,8.631,0.23352,8.6821
0.17,0.0063606,0.2058,8.6816,0.23509,8.6888
0.171,0.0064004,0.2078,8.674,0.23518,8.6412
0.172,0.006416,0.20874,8.6295,0.23438,8.5618
0.173,0.0064243,0.20923,8.5715,0.23332,8.474
0.174,0.0064405,0.20988,8.5211,0.23257,8.3981
0.175,0.006476,0.21119,8.4939,0.23251,8.3481
0.176,0.006536,0.21346,8.4976,0.23333,8.33
0.177,0.0066194,0.21678,8.532,0.23498,8.3412
0.178,0.0067191,0.22101,8.5886,0.23718,8.372
0.179,0.0068229,0.22581,8.6534,0.2395,8.4067
0.18,0.0070047,0.23071,8.708,0.24451,8.5349
0.181,0.0072758,0.23514,8.7329,0.25257,8.7676
0.182,0.0075336,0.23853,8.7986,0.26008,8.9788
0.183,0.0077609,0.24035,9.0123,0.26646,9.1488
0.184,0.0079413,0.24021,9.1717,0.27118,9.2601
0.185,0.0080621,0.24455,9.2623,0.27381,9.2995
0.186,0.0081152,0.24927,9.2754,0.27414,9.2605
0.187,0.0080991,0.25174,9.2095,0.27213,9.1434
0.188,0.0080183,0.25195,9.0701,0.26798,8.9562
0.189,0.0078835,0.25011,8.8696,0.26208,8.7127
0.19,0.0077095,0.24661,8.625,0.25495,8.431
0.191,0.0075133,0.24195,8.3554,0.24716,8.1306
0.192,0.0073673,0.23668,8.0797,0.24109,7.8898
0.193,0.0073376,0.23133,7.8132,0.23888,7.7767
0.194,0.0073021,0.22631,7.6152,0.2365,7.6595
0.195,0.007271,0.22185,7.5983,0.23428,7.5489
0.196,0.0072554,0.218,7.5546,0.23259,7.456
0.197,0.0072381,0.21466,7.4844,0.23085,7.3629
0.198,0.0072309,0.21157,7.3889,0.22946,7.2815
0.199,0.0072198,0.20841,7.27,0.22796,7.1974
0.2,0.0071949,0.20495,7.1303,0.22604,7.1011
0.201,0.0071473,0.20321,6.9838,0.22342,6.9841
0.202,0.007168,0.20437,6.8649,0.22296,6.9351
0.203,0.0071696,0.20439,6.7706,0.22191,6.8685
0.204,0.0071514,0.20339,6.7105,0.22026,6.784
0.205,0.0071163,0.20149,6.6341,0.21811,6.685
0.206,0.007068,0.19883,6.5449,0.21558,6.5754
0.207,0.0070102,0.19556,6.4467,0.21278,6.4587
0.208,0.0069467,0.19342,6.3431,0.20984,6.3388
0.209,0.0068813,0.19467,6.2377,0.20687,6.2192
0.21,0.0068174,0.19537,6.1339,0.20398,6.1029
0.211,0.0067583,0.19563,6.0345,0.20125,5.9928
0.212,0.0067068,0.19558,5.9421,0.19878,5.8912
0.213,0.0066653,0.19531,5.8587,0.19662,5.7999
0.214,0.0066356,0.19491,5.7859,0.19483,5.7202
0.215,0.0066189,0.19445,5.7248,0.19343,5.6529
0.216,0.0066161,0.19397,5.676,0.19245,5.5982
0.217,0.0066272,0.19351,5.6395,0.19189,5.556
0.218,0.006652,0.19305,5.6149,0.19172,5.5258
0.219,0.0066897,0.1926,5.6017,0.19193,5.5065
0.22,0.0067391,0.19211,5.5986,0.19247,5.4969
0.221,0.0067988,0.19154,5.6045,0.19329,5.4954
0.222,0.0068667,0.19083,5.6177,0.19435,5.5005
0.223,0.0069409,0.18991,5.6366,0.19557,5.5102
0.224,0.0070191,0.1897,5.6593,0.19689,5.5226
0.225,0.0071606,0.19151,5.6839,0.19996,5.5839
0.226,0.007342,0.19316,5.7085,0.20412,5.6748
0.227,0.00754,0.19499,5.7311,0.2087,5.7767
0.228,0.0077536,0.19679,5.8383,0.21367,5.8883
0.229,0.0079817,0.20101,5.9577,0.219,6.0087
0.23,0.008223,0.20519,6.0857,0.22464,6.1366
0.231,0.0084762,0.20919,6.2214,0.23055,6.271
0.232,0.0087399,0.21376,6.3635,0.2367,6.4105
0.233,0.0090126,0.21792,6.5108,0.24304,6.5538
0.234,0.0092926,0.22421,6.6621,0.24952,6.6998
0.235,0.0095782,0.23058,6.8161,0.25609,6.8471
0.236,0.0098676,0.23697,6.9715,0.26271,6.9943
0.237,0.010159,0.24333,7.127,0.26933,7.1401
0.238,0.01045,0.2496,7.2812,0.27588,7.2832
0.239,0.010739,0.25573,7.4327,0.28233,7.4222
0.24,0.011024,0.26164,7.5801,0.28861,7.5557
0.241,0.011302,0.26728,7.7221,0.29467,7.6824
0.242,0.011572,0.2726,7.8573,0.30046,7.8009
0.243,0.011831,0.27753,7.9844,0.30592,7.9101
0.244,0.012078,0.28201,8.1021,0.31101,8.0087
0.245,0.012309,0.28613,8.2091,0.31567,8.0955
0.246,0.012523,0.29167,8.3044,0.31986,8.1696
0.247,0.012719,0.29681,8.3869,0.32353,8.23
0.248,0.012893,0.3015,8.4556,0.32666,8.276
0.249,0.013046,0.30678,8.51,0.3292,8.3069
0.25,0.013285,0.31404,8.5492,0.33388,8.3912
0.251,0.013574,0.32094,8.5728,0.33979,8.5057
0.252,0.013843,0.32742,8.5807,0.34516,8.606
0.253,0.014092,0.33345,8.5725,0.34996,8.6912
0.254,0.014317,0.33898,8.6539,0.35416,8.7609
0.255,0.014519,0.344,8.7323,0.35774,8.8147
0.256,0.014696,0.34847,8.7949,0.36068,8.8524
0.257,0.014847,0.35238,8.8416,0.36298,8.8741
0.258,0.014972,0.35573,8.8724,0.36463,8.8799
0.259,0.015072,0.3585,8.8876,0.36564,8.8702
0.26,0.015146,0.36071,8.8874,0.36603,8.8455
0.261,0.015196,0.36236,8.8726,0.36583,8.8067
0.262,0.015222,0.36347,8.8439,0.36505,8.7545
0.263,0.015225,0.36407,8.8021,0.36374,8.6899
0.264,0.015207,0.36417,8.7482,0.36194,8.614
0.265,0.01517,0.36383,8.6833,0.35968,8.5281
0.266,0.015115,0.36306,8.6086,0.35703,8.4334
0.267,0.015044,0.36193,8.5254,0.35403,8.3312
0.268,0.015089,0.36046,8.4349,0.35375,8.2935
0.269,0.015154,0.35871,8.3384,0.35396,8.2676
0.27,0.015203,0.35673,8.2373,0.35379,8.233
0.271,0.015237,0.35456,8.1329,0.35328,8.1909
0.272,0.01526,0.35225,8.0384,0.3525,8.1426
0.273,0.015272,0.34986,8.0023,0.35148,8.0894
0.274,0.015275,0.34905,7.9616,0.35028,8.0325
0.275,0.015273,0.34897,7.9173,0.34896,7.9729
0.276,0.015266,0.34876,7.8707,0.34754,7.9118
0.277,0.015258,0.34846,7.8228,0.34609,7.8504
0.278,0.015249,0.34813,7.7745,0.34464,7.7894
0.279,0.015241,0.3478,7.7268,0.34323,7.7297
0.28,0.015236,0.34752,7.6806,0.3419,7.6722
0.281,0.015236,0.3473,7.6364,0.34067,7.6174
0.282,0.01524,0.3472,7.595,0.33957,7.5659
0.283,0.015252,0.34723,7.5567,0.33862,7.518
0.284,0.01527,0.34741,7.522,0.33783,7.4741
0.285,0.015296,0.34777,7.4912,0.33722,7.4344
0.286,0.01533,0.34833,7.4644,0.33678,7.3989
0.287,0.015372,0.34909,7.4416,0.33653,7.3675
0.288,0.015422,0.35006,7.4228,0.33646,7.3403
0.289,0.01548,0.35124,7.4079,0.33655,7.3169
0.29,0.015545,0.35264,7.3966,0.3368,7.2971
0.291,0.015617,0.35424,7.3887,0.33719,7.2805
0.292,0.015694,0.35603,7.3837,0.33771,7.2667
0.293,0.015777,0.35802,7.3813,0.33833,7.2552
0.294,0.015864,0.36017,7.381,0.33903,7.2454
0.295,0.015966,0.36248,7.3822,0.34007,7.243
0.296,0.016152,0.36493,7.3844,0.34286,7.2778
0.297,0.016342,0.36749,7.3872,0.34572,7.3138
0.298,0.016535,0.37014,7.3898,0.34863,7.3507
0.299,0.01673,0.37286,7.3917,0.35156,7.3877
0.3,0.016926,0.37562,7.3925,0.3545,7.4246
0.301,0.017122,0.3784,7.3914,0.3574,7.4606
0.302,0.017316,0.38117,7.4308,0.36026,7.4952
0.303,0.017507,0.38391,7.4763,0.36303,7.528
0.304,0.017694,0.38659,7.5199,0.3657,7.5584
0.305,0.017875,0.3892,7.561,0.36824,7.5859
0.306,0.01805,0.3917,7.5991,0.37062,7.6101
0.307,0.018217,0.39407,7.6339,0.37283,7.6304
0.308,0.018374,0.3963,7.6647,0.37483,7.6466
0.309,0.018522,0.39837,7.6914,0.37662,7.6582
0.31,0.018658,0.40025,7.7134,0.37817,7.6649
0.311,0.018783,0.40193,7.7305,0.37947,7.6664
0.312,0.018894,0.4034,7.7424,0.38049,7.6625
0.313,0.018992,0.40465,7.7489,0.38124,7.653
0.314,0.019075,0.40567,7.7497,0.3817,7.6378
0.315,0.019144,0.40644,7.7448,0.38185,7.6167
0.316,0.019345,0.40696,7.7341,0.38464,7.648
0.317,0.019548,0.40823,7.7173,0.38746,7.6797
0.318,0.019737,0.41102,7.6947,0.38998,7.7054
0.319,0.019912,0.41357,7.6661,0.3922,7.7249
0.32,0.020072,0.41588,7.6901,0.39411,7.7383
0.321,0.020216,0.41793,7.7142,0.39571,7.7454
0.322,0.020345,0.41973,7.7323,0.39699,7.7464
0.323,0.020458,0.42127,7.7441,0.39796,7.7413
0.324,0.020555,0.42256,7.7499,0.39861,7.73
0.325,0.020636,0.42359,7.7496,0.39895,7.7129
0.326,0.020701,0.42436,7.7434,0.39899,7.6899
0.327,0.020751,0.42489,7.7342,0.39872,7.6613
0.328,0.020785,0.42517,7.7287,0.39816,7.6272
0.329,0.020804,0.42521,7.7194,0.39732,7.5878
0.33,0.020889,0.42502,7.7065,0.39773,7.5728
0.331,0.021049,0.42461,7.6901,0.39957,7.5847
0.332,0.021194,0.42398,7.6705,0.40111,7.591
0.333,0.021325,0.42314,7.6478,0.40236,7.5919
0.334,0.02144,0.42211,7.6221,0.40334,7.5875
0.335,0.021542,0.42089,7.5936,0.40404,7.5781
0.336,0.02163,0.4195,7.5626,0.40449,7.5638
0.337,0.021705,0.41794,7.5543,0.40468,7.545
0.338,0.021767,0.41623,7.5465,0.40463,7.5218
0.339,0.021817,0.41438,7.5343,0.40436,7.4945
0.34,0.021854,0.41239,7.5179,0.40387,7.4634
0.341,0.021881,0.41029,7.4977,0.40317,7.4286
0.342,0.021902,0.40808,7.4738,0.40238,7.3924
0.343,0.021973,0.40576,7.4465,0.4025,7.3731
0.344,0.022038,0.40397,7.416,0.40252,7.3521
0.345,0.022173,0.40371,7.3826,0.40381,7.3543
0.346,0.022301,0.40332,7.3464,0.40497,7.354
0.347,0.022418,0.40283,7.3077,0.40593,7.3503
0.348,0.022527,0.40222,7.3134,0.40672,7.3434
0.349,0.022626,0.40153,7.317,0.40735,7.3336
0.35,0.022717,0.40075,7.3176,0.40781,7.3209
0.351,0.022799,0.39989,7.3154,0.40812,7.3057
0.352,0.022874,0.39896,7.3105,0.4083,7.2881
0.353,0.022941,0.40013,7.3032,0.40834,7.2682
0.354,0.023002,0.40158,7.2937,0.40827,7.2463
0.355,0.023056,0.40299,7.2821,0.40808,7.2225
0.356,0.023104,0.40437,7.2685,0.40778,7.197
0.357,0.023147,0.40571,7.2531,0.40738,7.1699
0.358,0.023189,0.40704,7.236,0.40698,7.1428
0.359,0.023353,0.40835,7.2175,0.40872,7.1534
0.36,0.023511,0.40965,7.1975,0.41035,7.1619
0.361,0.023664,0.41094,7.1762,0.41187,7.1686
0.362,0.023812,0.41224,7.1537,0.4133,7.1735
0.363,0.023954,0.41354,7.1407,0.41463,7.1768
0.364,0.024092,0.41484,7.1536,0.41587,7.1785
0.365,0.024226,0.41616,7.1649,0.41703,7.1788
0.366,0.024355,0.4175,7.1747,0.4181,7.1776
0.367,0.02448,0.41886,7.1832,0.4191,7.1752
0.368,0.024601,0.42024,7.1902,0.42003,7.1715
0.369,0.024717,0.42164,7.196,0.42088,7.1666
0.37,0.024831,0.42307,7.2006,0.42166,7.1605
0.371,0.02494,0.42454,7.2039,0.42238,7.1534
0.372,0.025046,0.42604,7.2062,0.42303,7.1451
0.373,0.025148,0.42757,7.2073,0.42362,7.1359
0.374,0.025247,0.42914,7.2073,0.42414,7.1256
0.375,0.025342,0.43074,7.2063,0.4246,7.1143
0.376,0.025534,0.43238,7.2042,0.42669,7.1303
0.377,0.025745,0.43407,7.2011,0.42907,7.1509
0.378,0.025951,0.43579,7.197,0.43137,7.1703
0.379,0.026155,0.43755,7.1918,0.4336,7.1884
0.38,0.026355,0.43935,7.1856,0.43577,7.2053
0.381,0.026551,0.44119,7.1868,0.43787,7.221
0.382,0.026744,0.44307,7.2114,0.43989,7.2354
0.383,0.026934,0.44499,7.2349,0.44185,7.2486
0.384,0.027119,0.44695,7.2571,0.44374,7.2606
0.385,0.027301,0.44895,7.2781,0.44555,7.2713
0.386,0.027478,0.45098,7.2978,0.44728,7.2807
0.387,0.027652,0.45305,7.3163,0.44895,7.2889
0.388,0.027821,0.45516,7.3335,0.45053,7.2957
0.389,0.027986,0.4573,7.3494,0.45203,7.3012
0.39,0.028146,0.45947,7.364,0.45345,7.3054
0.391,0.028301,0.46168,7.3772,0.45479,7.3082
0.392,0.028451,0.46391,7.389,0.45603,7.3095
0.393,0.028597,0.46618,7.3995,0.45719,7.3095
0.394,0.02877,0.46847,7.4085,0.45881,7.3166
0.395,0.029036,0.47079,7.4161,0.46187,7.3468
0.396,0.029297,0.47314,7.4221,0.46484,7.3755
0.397,0.029553,0.47551,7.4267,0.46773,7.4026
0.398,0.029805,0.4779,7.4298,0.47053,7.4281
0.399,0.030051,0.48031,7.4312,0.47323,7.4521
0.4,0.030293,0.48274,7.4423,0.47584,7.4744
0.401,0.030529,0.48518,7.4738,0.47835,7.4951
0.402,0.030759,0.48765,7.5036,0.48076,7.5141
0.403,0.030983,0.49012,7.5318,0.48306,7.5314
0.404,0.031202,0.49261,7.5584,0.48526,7.547
0.405,0.031413,0.49511,7.5832,0.48735,7.5607
0.406,0.031619,0.49762,7.6063,0.48932,7.5727
0.407,0.031817,0.50014,7.6276,0.49118,7.5828
0.408,0.032008,0.50266,7.6471,0.49293,7.591
0.409,0.032192,0.50518,7.6647,0.49455,7.5974
0.41,0.032369,0.50771,7.6805,0.49604,7.6018
0.411,0.032537,0.51024,7.6944,0.49741,7.6042
0.412,0.032698,0.51276,7.7064,0.49865,7.6047
0.413,0.032984,0.51528,7.7164,0.5018,7.6342
0.414,0.033279,0.51838,7.7244,0.50507,7.6653
0.415,0.033567,0.522,7.7304,0.50822,7.6945
0.416,0.033848,0.52563,7.7343,0.51124,7.7216
0.417,0.034121,0.52926,7.7361,0.51413,7.7466
0.418,0.034387,0.53291,7.7357,0.51688,7.7695
0.419,0.034644,0.53655,7.7672,0.5195,7.7903
0.42,0.034892,0.5402,7.7977,0.52199,7.8089
0.421,0.035132,0.54384,7.8261,0.52432,7.8252
0.422,0.035362,0.54748,7.8523,0.52651,7.8393
0.423,0.035583,0.55112,7.8763,0.52855,7.851
0.424,0.035795,0.55475,7.8981,0.53044,7.8605
0.425,0.035996,0.55838,7.9175,0.53217,7.8675
0.426,0.036187,0.56199,7.9347,0.53373,7.8721
0.427,0.036367,0.56559,7.9494,0.53513,7.8743
0.428,0.036537,0.56917,7.9618,0.53637,7.8741
0.429,0.036694,0.57273,7.9716,0.53743,7.8713
0.43,0.036918,0.57628,7.979,0.53944,7.8823
0.431,0.037226,0.5798,7.9839,0.54269,7.9114
0.432,0.037525,0.58329,7.9862,0.54578,7.938
0.433,0.037813,0.58676,7.9859,0.54869,7.9619
0.434,0.038089,0.5902,7.983,0.55143,7.9833
0.435,0.038354,0.5936,7.9774,0.55399,8.0019
0.436,0.038608,0.59697,7.9935,0.55638,8.0179
0.437,0.038849,0.60029,8.0199,0.55857,8.0311
0.438,0.039077,0.60358,8.0437,0.56057,8.0415
0.439,0.039293,0.60682,8.0647,0.56238,8.049
0.44,0.039495,0.61001,8.0829,0.56399,8.0537
0.441,0.039684,0.61315,8.0983,0.56539,8.0555
0.442,0.039858,0.61623,8.1108,0.56659,8.0543
0.443,0.040018,0.61926,8.1203,0.56758,8.0501
0.444,0.040163,0.62222,8.1269,0.56835,8.0429
0.445,0.040292,0.62512,8.1305,0.56891,8.0327
0.446,0.040426,0.62795,8.131,0.56952,8.0233
0.447,0.040722,0.63072,8.1285,0.57241,8.0459
0.448,0.041004,0.6334,8.1228,0.57508,8.0655
0.449,0.041271,0.63601,8.114,0.57753,8.0818
0.45,0.041522,0.63854,8.102,0.57976,8.095
0.451,0.041758,0.64098,8.0869,0.58176,8.1049
0.452,0.041978,0.64334,8.0877,0.58353,8.1115
0.453,0.042181,0.6456,8.1054,0.58505,8.1148
0.454,0.042367,0.64777,8.1199,0.58634,8.1147
0.455,0.042535,0.64985,8.1386,0.58738,8.1112
0.456,0.042709,0.65182,8.1721,0.58848,8.1086
0.457,0.043031,0.65368,8.2048,0.59162,8.134
0.458,0.04335,0.65544,8.2366,0.5947,8.1586
0.459,0.043665,0.65709,8.2675,0.59772,8.1821
0.46,0.043976,0.65862,8.2975,0.60067,8.2046
0.461,0.044282,0.66004,8.3266,0.60354,8.226
0.462,0.044584,0.66134,8.3546,0.60635,8.2463
0.463,0.044882,0.66251,8.3816,0.60907,8.2655
0.464,0.045216,0.66355,8.4075,0.61229,8.2912
0.465,0.045619,0.66447,8.4323,0.61641,8.3291
0.466,0.046018,0.66526,8.456,0.62047,8.3659
0.467,0.046413,0.66591,8.4785,0.62445,8.4016
0.468,0.046804,0.66642,8.4998,0.62837,8.4362
0.469,0.047191,0.66679,8.5199,0.63221,8.4697
0.47,0.047573,0.66702,8.5386,0.63598,8.502
0.471,0.04795,0.66711,8.5561,0.63966,8.5331
0.472,0.048322,0.66705,8.5723,0.64326,8.5629
0.473,0.048689,0.66684,8.5871,0.64677,8.5915
0.474,0.04905,0.66648,8.6006,0.65019,8.6187
